simulation,kraftstoff,energie,arbeitskosten,kreditzins,kraftstoff_aenderung_prozent,energie_aenderung_prozent,arbeitskosten_aenderung_prozent,kreditzins_aenderung_prozentpunkte
5240,161.3,144.8,124.919575439,4.3,-4.27299703264,0,-6.4153671714,-0.06
5241,174.6,144.5,136.684714833,4.21,3.62017804154,-0.207182320442,2.39859370297,-0.15
5242,161.6,144.5,122.121664327,4.24,-4.09495548961,-0.207182320442,-8.51144765439,-0.12
5243,169.4,144.5,125.070398149,4.46,0.53412462908,-0.207182320442,-6.30237696994,0.1
5244,174.3,142.8,144.551595951,4.31,3.44213649852,-1.38121546961,8.29213903749,-0.05
5245,158.9,144.8,144.551595951,4.55,-5.69732937685,0,8.29213903749,0.19
5246,168.2,147.5,125.070398149,4.47,-0.178041543027,1.86464088398,-6.30237696994,0.11
5247,146.7,141,124.919575439,4.24,-12.9376854599,-2.62430939227,-6.4153671714,-0.12
5248,174.5,144.8,158.476199458,4.21,3.56083086053,0,18.7238820361,-0.15
5249,168.6,144.5,138.648217105,4.24,0.0593471810089,-0.207182320442,3.86956923748,-0.12
5250,173.2,142.8,136.684714833,4.55,2.78931750742,-1.38121546961,2.39859370297,0.19
5251,164.5,144.2,136.684714833,4.29,-2.37388724036,-0.414364640884,2.39859370297,-0.07
5252,174.6,146.3,138.648217105,4.41,3.62017804154,1.03591160221,3.86956923748,0.05
5253,198.1,140.4,136.684714833,4.31,17.5667655786,-3.03867403315,2.39859370297,-0.05
5254,168.4,144.3,128.393411802,4.42,-0.0593471810089,-0.345303867403,-3.81291115555,0.06
5255,176.6,143.5,125.070398149,4.35,4.80712166172,-0.897790055249,-6.30237696994,-0.01
5256,170.2,145.8,158.476199458,4.23,1.00890207715,0.690607734807,18.7238820361,-0.13
5257,168.4,143.4,124.919575439,4.31,-0.0593471810089,-0.966850828729,-6.4153671714,-0.05
5258,163.7,143.4,158.476199458,4.6,-2.84866468843,-0.966850828729,18.7238820361,0.24
5259,160.6,145.2,128.393411802,4.3,-4.6884272997,0.276243093923,-3.81291115555,-0.06
5260,164.5,146.3,128.393411802,4.24,-2.37388724036,1.03591160221,-3.81291115555,-0.12
5261,173.2,144.2,125.070398149,4.35,2.78931750742,-0.414364640884,-6.30237696994,-0.01
5262,174.3,144.2,128.393411802,4.35,3.44213649852,-0.414364640884,-3.81291115555,-0.01
5263,164.5,145.2,124.919575439,4.53,-2.37388724036,0.276243093923,-6.4153671714,0.17
5264,165.5,143.6,138.648217105,4.23,-1.78041543027,-0.828729281768,3.86956923748,-0.13
5265,167.1,143.5,136.684714833,4.35,-0.830860534125,-0.897790055249,2.39859370297,-0.01
5266,170,144.3,158.476199458,4.44,0.890207715134,-0.345303867403,18.7238820361,0.08
5267,159.8,144.2,138.648217105,4.24,-5.16320474777,-0.414364640884,3.86956923748,-0.12
5268,164.8,145.2,122.121664327,4.3,-2.19584569733,0.276243093923,-8.51144765439,-0.06
5269,146.7,142.6,137.824842105,4.24,-12.9376854599,-1.51933701657,3.25273038909,-0.12
5270,171,144.8,137.824842105,4.24,1.48367952522,0,3.25273038909,-0.12
5271,167.5,144,144.551595951,4.3,-0.593471810089,-0.552486187845,8.29213903749,-0.06
5272,158.9,143.9,138.648217105,4.34,-5.69732937685,-0.621546961326,3.86956923748,-0.02
5273,165,144.2,144.551595951,4.3,-2.07715133531,-0.414364640884,8.29213903749,-0.06
5274,165.5,145.8,124.919575439,4.21,-1.78041543027,0.690607734807,-6.4153671714,-0.15
5275,167.1,144.2,135.295494737,4.6,-0.830860534125,-0.414364640884,1.35784686952,0.24
5276,161.6,144.2,135.295494737,4.34,-4.09495548961,-0.414364640884,1.35784686952,-0.02
5277,161.7,144.8,136.684714833,4.24,-4.03560830861,0,2.39859370297,-0.12
5278,166.4,144.5,128.393411802,4.29,-1.24629080119,-0.207182320442,-3.81291115555,-0.07
5279,171.2,144.9,122.121664327,4.45,1.60237388724,0.0690607734807,-8.51144765439,0.09
5280,170.8,143.6,128.393411802,4.46,1.3649851632,-0.828729281768,-3.81291115555,0.1
5281,168.4,147.3,128.393411802,4.47,-0.0593471810089,1.72651933702,-3.81291115555,0.11
5282,170.1,145.8,158.476199458,4.32,0.949554896142,0.690607734807,18.7238820361,-0.04
5283,167.3,143.3,135.295494737,4.35,-0.712166172107,-1.03591160221,1.35784686952,-0.01
5284,174.5,144.8,138.648217105,4.3,3.56083086053,0,3.86956923748,-0.06
5285,170.2,143.6,124.919575439,4.44,1.00890207715,-0.828729281768,-6.4153671714,0.08
5286,168.4,144,122.121664327,4.35,-0.0593471810089,-0.552486187845,-8.51144765439,-0.01
5287,169.8,144.2,137.824842105,4.24,0.771513353116,-0.414364640884,3.25273038909,-0.12
5288,165.4,144.3,137.824842105,4.29,-1.83976261128,-0.345303867403,3.25273038909,-0.07
5289,164.5,144.4,144.551595951,4.39,-2.37388724036,-0.276243093923,8.29213903749,0.03
5290,169.2,143.7,122.121664327,4.44,0.415430267062,-0.759668508287,-8.51144765439,0.08
5291,168.6,146.3,125.070398149,4.53,0.0593471810089,1.03591160221,-6.30237696994,0.17
5292,163.7,145.5,144.551595951,4.36,-2.84866468843,0.483425414365,8.29213903749,0
5293,167.1,144.2,124.919575439,4.6,-0.830860534125,-0.414364640884,-6.4153671714,0.24
5294,159.8,143.7,124.919575439,4.29,-5.16320474777,-0.759668508287,-6.4153671714,-0.07
5295,164.5,143.7,136.684714833,4.44,-2.37388724036,-0.759668508287,2.39859370297,0.08
5296,164.8,144.2,138.648217105,4.47,-2.19584569733,-0.414364640884,3.86956923748,0.11
5297,176.6,144.6,137.824842105,4.46,4.80712166172,-0.138121546961,3.25273038909,0.1
5298,166.2,144.2,135.295494737,4.31,-1.3649851632,-0.414364640884,1.35784686952,-0.05
5299,176.6,140.4,124.919575439,4.45,4.80712166172,-3.03867403315,-6.4153671714,0.09
5300,168.2,144.2,135.295494737,4.46,-0.178041543027,-0.414364640884,1.35784686952,0.1
5301,163.7,144.8,144.551595951,4.35,-2.84866468843,0,8.29213903749,-0.01
5302,158.9,143.9,158.476199458,4.6,-5.69732937685,-0.621546961326,18.7238820361,0.24
5303,170.8,143.9,122.121664327,4.46,1.3649851632,-0.621546961326,-8.51144765439,0.1
5304,169.3,143.6,122.121664327,4.32,0.474777448071,-0.828729281768,-8.51144765439,-0.04
5305,174.5,145.5,124.919575439,4.27,3.56083086053,0.483425414365,-6.4153671714,-0.09
5306,168.7,146.9,138.648217105,4.46,0.118694362018,1.45027624309,3.86956923748,0.1
5307,165.7,143.4,144.551595951,4.42,-1.66172106825,-0.966850828729,8.29213903749,0.06
5308,171,144.9,135.295494737,4.32,1.48367952522,0.0690607734807,1.35784686952,-0.04
5309,168.4,142.6,137.824842105,4.35,-0.0593471810089,-1.51933701657,3.25273038909,-0.01
5310,170.1,144.1,137.824842105,4.31,0.949554896142,-0.483425414365,3.25273038909,-0.05
5311,156.1,147.5,136.684714833,4.21,-7.3590504451,1.86464088398,2.39859370297,-0.15
5312,171,145.1,136.684714833,4.31,1.48367952522,0.207182320442,2.39859370297,-0.05
5313,174.1,147.5,144.551595951,4.41,3.3234421365,1.86464088398,8.29213903749,0.05
5314,164.5,144.7,144.551595951,4.29,-2.37388724036,-0.0690607734807,8.29213903749,-0.07
5315,168.4,144.8,138.648217105,4.3,-0.0593471810089,0,3.86956923748,-0.06
5316,170.1,145.8,128.393411802,4.3,0.949554896142,0.690607734807,-3.81291115555,-0.06
5317,164.3,144.3,137.824842105,4.38,-2.49258160237,-0.345303867403,3.25273038909,0.02
5318,177.5,145.2,138.648217105,4.34,5.3412462908,0.276243093923,3.86956923748,-0.02
5319,167.6,143.6,122.121664327,4.36,-0.53412462908,-0.828729281768,-8.51144765439,0
5320,165,144.8,135.295494737,4.29,-2.07715133531,0,1.35784686952,-0.07
5321,156.1,143.8,122.121664327,4.35,-7.3590504451,-0.690607734807,-8.51144765439,-0.01
5322,162.9,143.9,138.648217105,4.3,-3.3234421365,-0.621546961326,3.86956923748,-0.06
5323,174.5,143.4,124.919575439,4.34,3.56083086053,-0.966850828729,-6.4153671714,-0.02
5324,169.3,144.5,124.919575439,4.31,0.474777448071,-0.207182320442,-6.4153671714,-0.05
5325,169.4,144.8,144.551595951,4.6,0.53412462908,0,8.29213903749,0.24
5326,167.6,145.7,135.295494737,4.53,-0.53412462908,0.621546961326,1.35784686952,0.17
5327,167.6,144.8,137.824842105,4.29,-0.53412462908,0,3.25273038909,-0.07
5328,165,144.9,124.919575439,4.46,-2.07715133531,0.0690607734807,-6.4153671714,0.1
5329,166.4,145.1,125.070398149,4.32,-1.24629080119,0.207182320442,-6.30237696994,-0.04
5330,174.5,145.5,128.393411802,4.32,3.56083086053,0.483425414365,-3.81291115555,-0.04
5331,160.6,144.4,128.393411802,4.38,-4.6884272997,-0.276243093923,-3.81291115555,0.02
5332,165.4,145.1,125.070398149,4.41,-1.83976261128,0.207182320442,-6.30237696994,0.05
5333,199.6,146.9,125.070398149,4.45,18.4569732938,1.45027624309,-6.30237696994,0.09
5334,164.5,144.8,137.824842105,4.32,-2.37388724036,0,3.25273038909,-0.04
5335,192.4,147.1,128.393411802,4.21,14.1839762611,1.58839779006,-3.81291115555,-0.15
5336,163.3,144,144.551595951,4.47,-3.08605341246,-0.552486187845,8.29213903749,0.11
5337,168.2,144,124.919575439,4.42,-0.178041543027,-0.552486187845,-6.4153671714,0.06
5338,174.6,141,135.295494737,4.29,3.62017804154,-2.62430939227,1.35784686952,-0.07
5339,165.7,143.5,138.648217105,4.47,-1.66172106825,-0.897790055249,3.86956923748,0.11
5340,169.2,141.4,125.070398149,4.45,0.415430267062,-2.34806629834,-6.30237696994,0.09
5341,162.9,148,124.919575439,4.44,-3.3234421365,2.20994475138,-6.4153671714,0.08
5342,168.6,144.2,122.121664327,4.32,0.0593471810089,-0.414364640884,-8.51144765439,-0.04
5343,167.9,147.9,136.684714833,4.41,-0.356083086053,2.1408839779,2.39859370297,0.05
5344,168.7,144,158.476199458,4.41,0.118694362018,-0.552486187845,18.7238820361,0.05
5345,169.4,145.1,125.070398149,4.47,0.53412462908,0.207182320442,-6.30237696994,0.11
5346,174.5,144.8,144.551595951,4.47,3.56083086053,0,8.29213903749,0.11
5347,158.9,144,138.648217105,4.47,-5.69732937685,-0.552486187845,3.86956923748,0.11
5348,167.8,144.2,122.121664327,4.34,-0.415430267062,-0.414364640884,-8.51144765439,-0.02
5349,198.1,145.1,135.295494737,4.32,17.5667655786,0.207182320442,1.35784686952,-0.04
5350,173.2,144.2,136.684714833,4.41,2.78931750742,-0.414364640884,2.39859370297,0.05
5351,170.2,145.8,122.121664327,4.47,1.00890207715,0.690607734807,-8.51144765439,0.11
5352,168.4,143.9,144.551595951,4.45,-0.0593471810089,-0.621546961326,8.29213903749,0.09
5353,177.5,145.8,122.121664327,4.46,5.3412462908,0.690607734807,-8.51144765439,0.1
5354,170.2,144.8,158.476199458,4.46,1.00890207715,0,18.7238820361,0.1
5355,167.4,144.5,158.476199458,4.31,-0.652818991098,-0.207182320442,18.7238820361,-0.05
5356,176.6,146.1,138.648217105,4.34,4.80712166172,0.897790055249,3.86956923748,-0.02
5357,170,141,136.684714833,4.44,0.890207715134,-2.62430939227,2.39859370297,0.08
5358,160.6,143.7,137.824842105,4.3,-4.6884272997,-0.759668508287,3.25273038909,-0.06
5359,190.9,144.2,158.476199458,4.38,13.293768546,-0.414364640884,18.7238820361,0.02
5360,170.3,144.8,144.551595951,4.34,1.06824925816,0,8.29213903749,-0.02
5361,170.2,145.2,124.919575439,4.35,1.00890207715,0.276243093923,-6.4153671714,-0.01
5362,173.3,143.4,125.070398149,4.3,2.84866468843,-0.966850828729,-6.30237696994,-0.06
5363,190.9,144.9,138.648217105,4.31,13.293768546,0.0690607734807,3.86956923748,-0.05
5364,162.6,143.7,137.824842105,4.6,-3.50148367953,-0.759668508287,3.25273038909,0.24
5365,171.8,144.2,135.295494737,4.47,1.95845697329,-0.414364640884,1.35784686952,0.11
5366,171,145.1,128.393411802,4.34,1.48367952522,0.207182320442,-3.81291115555,-0.02
5367,146.7,144.6,135.295494737,4.42,-12.9376854599,-0.138121546961,1.35784686952,0.06
5368,164.5,143.7,125.070398149,4.6,-2.37388724036,-0.759668508287,-6.30237696994,0.24
5369,173.3,144.9,122.121664327,4.55,2.84866468843,0.0690607734807,-8.51144765439,0.19
5370,173.3,146.9,125.070398149,4.6,2.84866468843,1.45027624309,-6.30237696994,0.24
5371,166.2,148.6,136.684714833,4.35,-1.3649851632,2.62430939227,2.39859370297,-0.01
5372,165,144.4,158.476199458,4.3,-2.07715133531,-0.276243093923,18.7238820361,-0.06
5373,161.6,143.4,136.684714833,4.23,-4.09495548961,-0.966850828729,2.39859370297,-0.13
5374,174.3,144.1,158.476199458,4.6,3.44213649852,-0.483425414365,18.7238820361,0.24
5375,174.1,144,136.684714833,4.3,3.3234421365,-0.552486187845,2.39859370297,-0.06
5376,164.5,148.6,158.476199458,4.53,-2.37388724036,2.62430939227,18.7238820361,0.17
5377,198.1,148.6,144.551595951,4.31,17.5667655786,2.62430939227,8.29213903749,-0.05
5378,164.3,143.7,122.121664327,4.6,-2.49258160237,-0.759668508287,-8.51144765439,0.24
5379,198.1,144,144.551595951,4.27,17.5667655786,-0.552486187845,8.29213903749,-0.09
5380,167.5,142.6,137.824842105,4.6,-0.593471810089,-1.51933701657,3.25273038909,0.24
5381,169.3,143.2,122.121664327,4.44,0.474777448071,-1.10497237569,-8.51144765439,0.08
5382,176,144.8,136.684714833,4.36,4.45103857567,0,2.39859370297,0
5383,167.1,148,138.648217105,4.35,-0.830860534125,2.20994475138,3.86956923748,-0.01
5384,174.5,143.5,135.295494737,4.44,3.56083086053,-0.897790055249,1.35784686952,0.08
5385,161.6,143.2,138.648217105,4.38,-4.09495548961,-1.10497237569,3.86956923748,0.02
5386,161.7,144.8,137.824842105,4.41,-4.03560830861,0,3.25273038909,0.05
5387,168.4,144.5,144.551595951,4.6,-0.0593471810089,-0.207182320442,8.29213903749,0.24
5388,199.9,144.2,135.295494737,4.35,18.6350148368,-0.414364640884,1.35784686952,-0.01
5389,169.2,143.4,135.295494737,4.41,0.415430267062,-0.966850828729,1.35784686952,0.05
5390,170.2,142.6,136.684714833,4.38,1.00890207715,-1.51933701657,2.39859370297,0.02
5391,164.5,145.1,125.070398149,4.35,-2.37388724036,0.207182320442,-6.30237696994,-0.01
5392,166.1,144.8,158.476199458,4.24,-1.42433234421,0,18.7238820361,-0.12
5393,173.2,144.5,158.476199458,4.32,2.78931750742,-0.207182320442,18.7238820361,-0.04
5394,156.1,144.9,137.824842105,4.6,-7.3590504451,0.0690607734807,3.25273038909,0.24
5395,174.5,140.4,144.551595951,4.47,3.56083086053,-3.03867403315,8.29213903749,0.11
5396,170.2,141,135.295494737,4.3,1.00890207715,-2.62430939227,1.35784686952,-0.06
5397,158.9,144.2,137.824842105,4.47,-5.69732937685,-0.414364640884,3.25273038909,0.11
5398,171,144.5,158.476199458,4.46,1.48367952522,-0.207182320442,18.7238820361,0.1
5399,159.8,144.5,135.295494737,4.36,-5.16320474777,-0.207182320442,1.35784686952,0
5400,156.1,144.5,144.551595951,4.41,-7.3590504451,-0.207182320442,8.29213903749,0.05
5401,170.8,144.8,158.476199458,4.47,1.3649851632,0,18.7238820361,0.11
5402,175.7,147.5,128.393411802,4.35,4.27299703264,1.86464088398,-3.81291115555,-0.01
5403,174.5,145.2,124.919575439,4.44,3.56083086053,0.276243093923,-6.4153671714,0.08
5404,166.2,144,122.121664327,4.44,-1.3649851632,-0.552486187845,-8.51144765439,0.08
5405,164.6,143.4,136.684714833,4.47,-2.31454005935,-0.966850828729,2.39859370297,0.11
5406,174.3,145.1,136.684714833,4.27,3.44213649852,0.207182320442,2.39859370297,-0.09
5407,175.7,144.6,136.684714833,4.36,4.27299703264,-0.138121546961,2.39859370297,0
5408,174.6,144.8,128.393411802,4.3,3.62017804154,0,-3.81291115555,-0.06
5409,170.2,144.6,124.919575439,4.38,1.00890207715,-0.138121546961,-6.4153671714,0.02
5410,169.2,144.5,144.551595951,4.47,0.415430267062,-0.207182320442,8.29213903749,0.11
5411,164.5,144,125.070398149,4.27,-2.37388724036,-0.552486187845,-6.30237696994,-0.09
5412,167.1,144,122.121664327,4.46,-0.830860534125,-0.552486187845,-8.51144765439,0.1
5413,167.5,145.7,135.295494737,4.35,-0.593471810089,0.621546961326,1.35784686952,-0.01
5414,158.9,144.8,138.648217105,4.35,-5.69732937685,0,3.86956923748,-0.01
5415,167.5,144.3,128.393411802,4.44,-0.593471810089,-0.345303867403,-3.81291115555,0.08
5416,173,144.2,158.476199458,4.6,2.6706231454,-0.414364640884,18.7238820361,0.24
5417,176.2,144,125.070398149,4.6,4.56973293769,-0.552486187845,-6.30237696994,0.24
5418,192.4,144.2,124.919575439,4.47,14.1839762611,-0.414364640884,-6.4153671714,0.11
5419,167.3,143.2,138.648217105,4.44,-0.712166172107,-1.10497237569,3.86956923748,0.08
5420,177.5,146.3,122.121664327,4.35,5.3412462908,1.03591160221,-8.51144765439,-0.01
5421,174.6,146.9,128.393411802,4.6,3.62017804154,1.45027624309,-3.81291115555,0.24
5422,158.9,141,137.824842105,4.21,-5.69732937685,-2.62430939227,3.25273038909,-0.15
5423,176.6,143.7,122.121664327,4.32,4.80712166172,-0.759668508287,-8.51144765439,-0.04
5424,166.1,144.5,128.393411802,4.27,-1.42433234421,-0.207182320442,-3.81291115555,-0.09
5425,168.2,144.9,135.295494737,4.32,-0.178041543027,0.0690607734807,1.35784686952,-0.04
5426,185.7,144.7,128.393411802,4.27,10.2077151335,-0.0690607734807,-3.81291115555,-0.09
5427,169.9,148.6,125.070398149,4.35,0.830860534125,2.62430939227,-6.30237696994,-0.01
5428,158.9,147.1,158.476199458,4.31,-5.69732937685,1.58839779006,18.7238820361,-0.05
5429,167.3,144.9,136.684714833,4.36,-0.712166172107,0.0690607734807,2.39859370297,0
5430,171,144.8,158.476199458,4.36,1.48367952522,0,18.7238820361,0
5431,169.9,144.2,124.919575439,4.29,0.830860534125,-0.414364640884,-6.4153671714,-0.07
5432,167.5,145.2,122.121664327,4.35,-0.593471810089,0.276243093923,-8.51144765439,-0.01
5433,170.2,144.9,158.476199458,4.23,1.00890207715,0.0690607734807,18.7238820361,-0.13
5434,163.3,140.4,124.919575439,4.29,-3.08605341246,-3.03867403315,-6.4153671714,-0.07
5435,176,144.5,124.919575439,4.44,4.45103857567,-0.207182320442,-6.4153671714,0.08
5436,167.8,146.9,122.121664327,4.27,-0.415430267062,1.45027624309,-8.51144765439,-0.09
5437,158.9,144.5,122.121664327,4.3,-5.69732937685,-0.207182320442,-8.51144765439,-0.06
5438,162.2,143.9,135.295494737,4.35,-3.73887240356,-0.621546961326,1.35784686952,-0.01
5439,166.4,143.7,144.551595951,4.29,-1.24629080119,-0.759668508287,8.29213903749,-0.07
5440,174.4,144.5,135.295494737,4.46,3.50148367953,-0.207182320442,1.35784686952,0.1
5441,164.8,144.4,137.824842105,4.34,-2.19584569733,-0.276243093923,3.25273038909,-0.02
5442,176,144.9,122.121664327,4.53,4.45103857567,0.0690607734807,-8.51144765439,0.17
5443,170.2,144.2,128.393411802,4.46,1.00890207715,-0.414364640884,-3.81291115555,0.1
5444,161.7,146.1,125.070398149,4.31,-4.03560830861,0.897790055249,-6.30237696994,-0.05
5445,164.8,143.9,138.648217105,4.39,-2.19584569733,-0.621546961326,3.86956923748,0.03
5446,162.2,144.4,124.919575439,4.29,-3.73887240356,-0.276243093923,-6.4153671714,-0.07
5447,164.5,144.3,128.393411802,4.42,-2.37388724036,-0.345303867403,-3.81291115555,0.06
5448,168.6,144.9,124.919575439,4.6,0.0593471810089,0.0690607734807,-6.4153671714,0.24
5449,164.6,144.2,158.476199458,4.44,-2.31454005935,-0.414364640884,18.7238820361,0.08
5450,162.6,145.7,138.648217105,4.35,-3.50148367953,0.621546961326,3.86956923748,-0.01
5451,164.8,144.2,128.393411802,4.35,-2.19584569733,-0.414364640884,-3.81291115555,-0.01
5452,176,143.4,158.476199458,4.27,4.45103857567,-0.966850828729,18.7238820361,-0.09
5453,162.9,143.7,135.295494737,4.32,-3.3234421365,-0.759668508287,1.35784686952,-0.04
5454,158.9,144.8,122.121664327,4.45,-5.69732937685,0,-8.51144765439,0.09
5455,185.7,144.2,144.551595951,4.36,10.2077151335,-0.414364640884,8.29213903749,0
5456,174.3,143.6,122.121664327,4.32,3.44213649852,-0.828729281768,-8.51144765439,-0.04
5457,176,143.9,124.919575439,4.44,4.45103857567,-0.621546961326,-6.4153671714,0.08
5458,174.5,147.1,135.295494737,4.6,3.56083086053,1.58839779006,1.35784686952,0.24
5459,161.3,144.5,137.824842105,4.6,-4.27299703264,-0.207182320442,3.25273038909,0.24
5460,199.6,140.4,122.121664327,4.39,18.4569732938,-3.03867403315,-8.51144765439,0.03
5461,167.5,143.9,122.121664327,4.47,-0.593471810089,-0.621546961326,-8.51144765439,0.11
5462,170.8,147.5,128.393411802,4.47,1.3649851632,1.86464088398,-3.81291115555,0.11
5463,165.4,144.2,136.684714833,4.44,-1.83976261128,-0.414364640884,2.39859370297,0.08
5464,166.2,144.3,158.476199458,4.47,-1.3649851632,-0.345303867403,18.7238820361,0.11
5465,185.7,143.5,136.684714833,4.27,10.2077151335,-0.897790055249,2.39859370297,-0.09
5466,167.5,147.9,144.551595951,4.55,-0.593471810089,2.1408839779,8.29213903749,0.19
5467,173.2,144,137.824842105,4.32,2.78931750742,-0.552486187845,3.25273038909,-0.04
5468,192.4,147.9,125.070398149,4.44,14.1839762611,2.1408839779,-6.30237696994,0.08
5469,174.1,143.9,136.684714833,4.32,3.3234421365,-0.621546961326,2.39859370297,-0.04
5470,199.6,144.8,122.121664327,4.32,18.4569732938,0,-8.51144765439,-0.04
5471,146.7,144.2,122.121664327,4.35,-12.9376854599,-0.414364640884,-8.51144765439,-0.01
5472,146.7,143.7,137.824842105,4.41,-12.9376854599,-0.759668508287,3.25273038909,0.05
5473,158.9,144.8,158.476199458,4.41,-5.69732937685,0,18.7238820361,0.05
5474,167.8,147.9,138.648217105,4.55,-0.415430267062,2.1408839779,3.86956923748,0.19
5475,192.4,144.8,122.121664327,4.3,14.1839762611,0,-8.51144765439,-0.06
5476,176,143.9,158.476199458,4.6,4.45103857567,-0.621546961326,18.7238820361,0.24
5477,198.1,144.2,125.070398149,4.21,17.5667655786,-0.414364640884,-6.30237696994,-0.15
5478,170.1,144.2,135.295494737,4.29,0.949554896142,-0.414364640884,1.35784686952,-0.07
5479,174.5,144.9,135.295494737,4.3,3.56083086053,0.0690607734807,1.35784686952,-0.06
5480,173,144.5,125.070398149,4.42,2.6706231454,-0.207182320442,-6.30237696994,0.06
5481,176,144.4,124.919575439,4.24,4.45103857567,-0.276243093923,-6.4153671714,-0.12
5482,167.5,141.4,135.295494737,4.3,-0.593471810089,-2.34806629834,1.35784686952,-0.06
5483,174.1,144,128.393411802,4.46,3.3234421365,-0.552486187845,-3.81291115555,0.1
5484,199.9,143.6,158.476199458,4.3,18.6350148368,-0.828729281768,18.7238820361,-0.06
5485,170,144.8,124.919575439,4.29,0.890207715134,0,-6.4153671714,-0.07
5486,167.3,143.9,128.393411802,4.29,-0.712166172107,-0.621546961326,-3.81291115555,-0.07
5487,153.9,143.4,135.295494737,4.39,-8.6646884273,-0.966850828729,1.35784686952,0.03
5488,168.2,144.4,137.824842105,4.6,-0.178041543027,-0.276243093923,3.25273038909,0.24
5489,173.2,141,158.476199458,4.47,2.78931750742,-2.62430939227,18.7238820361,0.11
5490,169.4,145.8,122.121664327,4.6,0.53412462908,0.690607734807,-8.51144765439,0.24
5491,176,144.9,122.121664327,4.23,4.45103857567,0.0690607734807,-8.51144765439,-0.13
5492,192.4,144.8,158.476199458,4.23,14.1839762611,0,18.7238820361,-0.13
5493,169.2,147.5,136.684714833,4.44,0.415430267062,1.86464088398,2.39859370297,0.08
5494,174.6,140.4,125.070398149,4.47,3.62017804154,-3.03867403315,-6.30237696994,0.11
5495,171.8,141,124.919575439,4.44,1.95845697329,-2.62430939227,-6.4153671714,0.08
5496,199.9,143.8,128.393411802,4.46,18.6350148368,-0.690607734807,-3.81291115555,0.1
5497,165.4,143.2,136.684714833,4.47,-1.83976261128,-1.10497237569,2.39859370297,0.11
5498,173.2,143.2,122.121664327,4.55,2.78931750742,-1.10497237569,-8.51144765439,0.19
5499,164.5,144.4,135.295494737,4.24,-2.37388724036,-0.276243093923,1.35784686952,-0.12
5500,170.2,145.7,124.919575439,4.55,1.00890207715,0.621546961326,-6.4153671714,0.19
5501,173,144.2,135.295494737,4.41,2.6706231454,-0.414364640884,1.35784686952,0.05
5502,169.2,144.4,124.919575439,4.3,0.415430267062,-0.276243093923,-6.4153671714,-0.06
5503,169.9,144.8,135.295494737,4.6,0.830860534125,0,1.35784686952,0.24
5504,170.2,144.6,122.121664327,4.24,1.00890207715,-0.138121546961,-8.51144765439,-0.12
5505,174.1,144,128.393411802,4.46,3.3234421365,-0.552486187845,-3.81291115555,0.1
5506,170.1,144.9,125.070398149,4.42,0.949554896142,0.0690607734807,-6.30237696994,0.06
5507,199.6,144,135.295494737,4.46,18.4569732938,-0.552486187845,1.35784686952,0.1
5508,158.9,145.8,125.070398149,4.53,-5.69732937685,0.690607734807,-6.30237696994,0.17
5509,168.4,144,136.684714833,4.53,-0.0593471810089,-0.552486187845,2.39859370297,0.17
5510,166.1,143.4,137.824842105,4.46,-1.42433234421,-0.966850828729,3.25273038909,0.1
5511,170,141,138.648217105,4.41,0.890207715134,-2.62430939227,3.86956923748,0.05
5512,198.1,143.7,124.919575439,4.27,17.5667655786,-0.759668508287,-6.4153671714,-0.09
5513,162.9,144.2,124.919575439,4.47,-3.3234421365,-0.414364640884,-6.4153671714,0.11
5514,165.5,145.1,124.919575439,4.24,-1.78041543027,0.207182320442,-6.4153671714,-0.12
5515,161.3,142.8,138.648217105,4.46,-4.27299703264,-1.38121546961,3.86956923748,0.1
5516,173.3,144.2,158.476199458,4.35,2.84866468843,-0.414364640884,18.7238820361,-0.01
5517,170.1,144,125.070398149,4.47,0.949554896142,-0.552486187845,-6.30237696994,0.11
5518,165,143.6,125.070398149,4.6,-2.07715133531,-0.828729281768,-6.30237696994,0.24
5519,153.9,146.1,122.121664327,4.47,-8.6646884273,0.897790055249,-8.51144765439,0.11
5520,185.7,147.1,144.551595951,4.35,10.2077151335,1.58839779006,8.29213903749,-0.01
5521,173.3,144.2,125.070398149,4.6,2.84866468843,-0.414364640884,-6.30237696994,0.24
5522,164.5,143.3,128.393411802,4.32,-2.37388724036,-1.03591160221,-3.81291115555,-0.04
5523,176,144.2,128.393411802,4.32,4.45103857567,-0.414364640884,-3.81291115555,-0.04
5524,170.1,144,158.476199458,4.53,0.949554896142,-0.552486187845,18.7238820361,0.17
5525,161.3,144.2,125.070398149,4.32,-4.27299703264,-0.414364640884,-6.30237696994,-0.04
5526,171,143.4,122.121664327,4.41,1.48367952522,-0.966850828729,-8.51144765439,0.05
5527,167.8,143.5,158.476199458,4.23,-0.415430267062,-0.897790055249,18.7238820361,-0.13
5528,164.5,143.3,122.121664327,4.23,-2.37388724036,-1.03591160221,-8.51144765439,-0.13
5529,170.8,144.2,158.476199458,4.46,1.3649851632,-0.414364640884,18.7238820361,0.1
5530,174.5,144.9,135.295494737,4.46,3.56083086053,0.0690607734807,1.35784686952,0.1
5531,190.9,145.1,122.121664327,4.31,13.293768546,0.207182320442,-8.51144765439,-0.05
5532,160.6,148,138.648217105,4.46,-4.6884272997,2.20994475138,3.86956923748,0.1
5533,153.9,143.5,128.393411802,4.55,-8.6646884273,-0.897790055249,-3.81291115555,0.19
